"","name","birthYear","birthDate","gender","birthplace","dates"
"2666","Kent Hulst","1968-01-01T00:00:00+02:00","1968-04-08","male","{Ontario|Canada|St. Thomas Ontario}",1968-04-08
"2667","Kerry Huffman","1968-01-01T00:00:00+02:00","1968-01-03","","{Ontario|Canada|Peterborough Ontario}",1968-01-03
"2668","Kevin Dahl","1968-01-01T00:00:00+02:00","1968-12-30","male","{Saskatchewan|Regina Saskatchewan|Canada}",1968-12-30
"2669","Kevin Todd","1968-01-01T00:00:00+02:00","1968-05-04","male","{Manitoba|Winnipeg|Canada}",1968-05-04
"2670","J. F. Quintin","1969-01-01T00:00:00+02:00","1969-05-28","","{Saint-Jean-sur-Richelieu|Canada|Quebec}",1969-05-28
"2671","Tie Domi","1969-01-01T00:00:00+02:00","1969-11-01","male","{Ontario|Windsor Ontario|Canada}",1969-11-01
"2672","Tim Taylor (ice hockey)","1969-01-01T00:00:00+02:00","1969-02-06","male","{Ontario|Canada|Stratford Ontario}",1969-02-06
"2673","Todd Nelson (ice hockey)","1969-01-01T00:00:00+02:00","1969-05-15","male","{Saskatchewan|Prince Albert Saskatchewan|Canada}",1969-05-15
"2674","Luke Richardson","1969-01-01T00:00:00+02:00","1969-03-26","","{Ontario|Ottawa|Canada}",1969-03-26
"2675","Gordon Kruppke","1969-01-01T00:00:00+02:00","1969-04-02","","{Alberta|Canada|Slave Lake Alberta}",1969-04-02
"2676","Greg Andrusak","1969-01-01T00:00:00+02:00","1969-11-14","male","{British Columbia|Cranbrook British Columbia|Canada}",1969-11-14
"2677","Greg Bignell","1969-01-01T00:00:00+02:00","1969-05-09","","{Ontario|Kitchener Ontario|Canada}",1969-05-09
"2678","Greg Devorski","1969-01-01T00:00:00+02:00","1969-08-03","male","{Ontario|Guelph|Canada}",1969-08-03
"2679","Yves Racine","1969-01-01T00:00:00+02:00","1969-02-07","","{Canada|Matane|Quebec}",1969-02-07
"2680","Geoff Sarjeant","1969-01-01T00:00:00+02:00","1969-11-30","male","{Ontario|Orillia|Canada}",1969-11-30
"2681","Geoff Smith (ice hockey)","1969-01-01T00:00:00+02:00","1969-03-07","","{Alberta|Edmonton|Canada}",1969-03-07
"2682","Peter Ing","1969-01-01T00:00:00+02:00","1969-04-28","male","{Ontario|Toronto|Canada}",1969-04-28
"2683","Dennis Vial","1969-01-01T00:00:00+02:00","1969-04-10","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1969-04-10
"2684","Donald Audette","1969-01-01T00:00:00+02:00","1969-09-23","","{Canada|Laval Quebec|Quebec}",1969-09-23
"2685","Doug MacDonald","1969-01-01T00:00:00+02:00","1969-02-08","male","{Saskatchewan|Assiniboia|Canada}",1969-02-08
"2686","Roy Mitchell (ice hockey)","1969-01-01T00:00:00+02:00","1969-03-14","","{Alberta|Edmonton|Canada}",1969-03-14
"2687","Ryan McGill","1969-01-01T00:00:00+02:00","1969-02-28","male","{Alberta|Sherwood Park|Canada}",1969-02-28
"2688","Micah Aivazoff","1969-01-01T00:00:00+02:00","1969-05-04","male","{British Columbia|Canada|Powell River British Columbia}",1969-05-04
"2689","Mike McKee","1969-01-01T00:00:00+02:00","1969-06-18","male","{Ontario|Toronto|Canada}",1969-06-18
"2690","Troy Mann","1969-01-01T00:00:00+02:00","1969-09-03","male","{New Brunswick|Campbellton New Brunswick|Canada}",1969-09-03
"2691","Shawn McCosh","1969-01-01T00:00:00+02:00","1969-06-05","male","{Ontario|Oshawa|Canada}",1969-06-05
"2692","Sheldon Kennedy","1969-01-01T00:00:00+02:00","1969-06-15","male","{Manitoba|Brandon Manitoba|Canada}",1969-06-15
"2693","Stéphane Matteau","1969-01-01T00:00:00+02:00","1969-09-02","","{Rouyn-Noranda|Canada|Quebec}",1969-09-02
"2694","Stéphane Morin","1969-01-01T00:00:00+02:00","1969-03-27","","{Canada|Montreal|Quebec}",1969-03-27
"2695","Stan Reddick","1969-01-01T00:00:00+02:00","1969-12-06","","{Ontario|Toronto|Canada}",1969-12-06
"2696","Steve Maltais","1969-01-01T00:00:00+02:00","1969-01-25","male","{Arvida Quebec|Canada|Quebec}",1969-01-25
"2697","Steve Poapst","1969-01-01T00:00:00+02:00","1969-01-03","male","{Ontario|Cornwall Ontario|Canada}",1969-01-03
"2698","Kory Kocur","1969-01-01T00:00:00+02:00","1969-03-06","","{Saskatchewan|Kelvington Saskatchewan|Canada}",1969-03-06
"2699","Marc LaBelle","1969-01-01T00:00:00+02:00","1969-12-20","male","{Maniwaki|Canada|Quebec}",1969-12-20
"2700","Mark Astley","1969-01-01T00:00:00+02:00","1969-03-30","male","{Alberta|Canada|Calgary}",1969-03-30
"2701","Mark Bernard","1969-01-01T00:00:00+02:00","1969-02-01","male","{Hamilton Ontario|Ontario|Canada}",1969-02-01
"2702","Mark Sorensen","1969-01-01T00:00:00+02:00","1969-03-27","","{Ontario|Canada|Queensville Ontario}",1969-03-27
"2703","James Black (ice hockey)","1969-01-01T00:00:00+02:00","1969-08-15","male","{Saskatchewan|Regina Saskatchewan|Canada}",1969-08-15
"2704","Jamie Leach","1969-01-01T00:00:00+02:00","1969-08-25","male","{Manitoba|Winnipeg|Canada}",1969-08-25
"2705","Jan Alston","1969-01-01T00:00:00+02:00","1969-04-14","male","{Granby Quebec|Canada|Quebec}",1969-04-14
"2706","Jason Christie","1969-01-01T00:00:00+02:00","1969-04-25","male","{Alberta|Ontario|Waterloo Ontario|Canada|Gibbons Alberta}",1969-04-25
"2707","Jason Woolley","1969-01-01T00:00:00+02:00","1969-07-27","","{Ontario|Toronto|Canada}",1969-07-27
"2708","Jayson More","1969-01-01T00:00:00+02:00","1969-01-12","male","{Manitoba|Canada|Souris Manitoba}",1969-01-12
"2709","Duane Dennis","1969-01-01T00:00:00+02:00","1969-02-06","male","{British Columbia|Vernon British Columbia|Canada}",1969-02-06
"2710","Dwayne Roloson","1969-01-01T00:00:00+02:00","1969-10-12","","{Simcoe Ontario|Canada}",1969-10-12
"2711","Ed Ward (ice hockey)","1969-01-01T00:00:00+02:00","1969-11-10","","{Alberta|Edmonton|Canada}",1969-11-10
"2712","Jody Hull","1969-01-01T00:00:00+02:00","1969-02-02","","{Ontario|Canada|Petrolia Ontario}",1969-02-02
"2713","Joe Sakic","1969-01-01T00:00:00+02:00","1969-07-07","male","{British Columbia|Canada|Burnaby}",1969-07-07
"2714","Joel Savage","1969-01-01T00:00:00+02:00","1969-12-25","","{British Columbia|Surrey British Columbia|Canada}",1969-12-25
"2715","Pat Murray (ice hockey)","1969-01-01T00:00:00+02:00","1969-08-20","","{Ontario|Canada|Stratford Ontario}",1969-08-20
"2716","Reid Simpson","1969-01-01T00:00:00+02:00","1969-05-21","","{Manitoba|Flin Flon|Canada}",1969-05-21
"2717","Peter Soberlak","1969-01-01T00:00:00+02:00","1969-05-12","male","{British Columbia|Kamloops|Canada}",1969-05-12
"2718","Peter White (ice hockey)","1969-01-01T00:00:00+02:00","1969-03-15","","{Canada|Montreal|Quebec}",1969-03-15
"2719","Pierre Turgeon","1969-01-01T00:00:00+02:00","1969-08-28","","{Rouyn-Noranda|Canada|Quebec}",1969-08-28
"2720","Alain Morissette","1969-01-01T00:00:00+02:00","1969-08-26","","{Rimouski|Canada|Quebec}",1969-08-26
"2721","Alex Hicks","1969-01-01T00:00:00+02:00","1969-09-04","male","{Alberta|Canada|Calgary}",1969-09-04
"2722","Rick Allain","1969-01-01T00:00:00+02:00","1969-05-20","male","{Ontario|Guelph|Canada}",1969-05-20
"2723","Rick Tabaracci","1969-01-01T00:00:00+02:00","1969-01-02","male","{Ontario|Toronto|Canada}",1969-01-02
"2724","Rob Blake","1969-01-01T00:00:00+02:00","1969-12-10","male","{Ontario|Simcoe Ontario|Canada}",1969-12-10
"2725","Rob Murphy (ice hockey)","1969-01-01T00:00:00+02:00","1969-04-07","","{Hull Quebec|Canada|Quebec}",1969-04-07
"2726","Rob Zamuner","1969-01-01T00:00:00+02:00","1969-09-17","","{Ontario|Oakville Ontario|Canada}",1969-09-17
"2727","Ted Dent","1969-01-01T00:00:00+02:00","1969-11-05","male","{Ontario|Toronto|Canada}",1969-11-05
"2728","Daniel Lacroix","1969-01-01T00:00:00+02:00","1969-03-11","male","{Canada|Montreal|Quebec}",1969-03-11
"2729","Daniel Laperrière","1969-01-01T00:00:00+02:00","1969-03-28","male","{Canada|Laval Quebec|Quebec}",1969-03-28
"2730","Darcy Loewen","1969-01-01T00:00:00+02:00","1969-02-26","","{Alberta|Canada|Calgary}",1969-02-26
"2731","Darcy Martini","1969-01-01T00:00:00+02:00","1969-01-30","male","{British Columbia|Canada|Castlegar British Columbia}",1969-01-30
"2732","Darren Rumble (ice hockey)","1969-01-01T00:00:00+02:00","1969-01-23","","{Ontario|Barrie|Canada}",1969-01-23
"2733","Darrin Shannon","1969-01-01T00:00:00+02:00","1969-12-08","male","{Ontario|Barrie|Canada}",1969-12-08
"2734","Dave Archibald","1969-01-01T00:00:00+02:00","1969-04-14","male","{British Columbia|Chilliwack|Canada}",1969-04-14
"2735","Blair Atcheynum","1969-01-01T00:00:00+02:00","1969-04-20","","{Saskatchewan|Estevan|Canada}",1969-04-20
"2736","Bob Wilkie","1969-01-01T00:00:00+02:00","1969-02-11","male","{Alberta|Canada|Calgary}",1969-02-11
"2737","Brad Miller (ice hockey)","1969-01-01T00:00:00+02:00","1969-07-23","male","{Alberta|Edmonton|Canada}",1969-07-23
"2738","Brad Treliving","1969-01-01T00:00:00+02:00","1969-08-18","male","{British Columbia|Penticton|Canada}",1969-08-18
"2739","Brad Werenka","1969-01-01T00:00:00+02:00","1969-02-12","male","{Alberta|Canada|Two Hills Alberta}",1969-02-12
"2740","Brendan Shanahan","1969-01-01T00:00:00+02:00","1969-01-23","male","{Ontario|Mimico|Etobicoke|Canada}",1969-01-23
"2741","Brent Grieve","1969-01-01T00:00:00+02:00","1969-05-09","male","{Ontario|Oshawa|Canada}",1969-05-09
"2742","Bryan Fogarty","1969-01-01T00:00:00+02:00","1969-06-11","","{Canada|Montreal|Quebec}",1969-06-11
"2743","Bryan Marchment","1969-01-01T00:00:00+02:00","1969-05-01","male","{Ontario|Scarborough Ontario|Canada}",1969-05-01
"2744","Cam Brown","1969-01-01T00:00:00+02:00","1969-05-15","","{Saskatchewan|Saskatoon|Canada}",1969-05-15
"2745","Jean-Yves Roy (ice hockey)","1969-01-01T00:00:00+02:00","1969-02-17","male","{Rosemère Quebec|Canada|Quebec}",1969-02-17
"2746","Jeff Ferguson (ice hockey)","1969-01-01T00:00:00+02:00","1969-07-23","","{Alberta|Canada|Calgary}",1969-07-23
"2747","Jeff Harding (ice hockey)","1969-01-01T00:00:00+02:00","1969-04-06","","{Ontario|Toronto|Canada}",1969-04-06
"2748","Jeff McLean (ice hockey)","1969-01-01T00:00:00+02:00","1969-10-06","male","{British Columbia|Vancouver|Canada}",1969-10-06
"2749","Jeff Odgers","1969-01-01T00:00:00+02:00","1969-05-31","male","{Saskatchewan|Spy Hill Saskatchewan|Canada}",1969-05-31
"2750","Jeff Turcotte","1969-01-01T00:00:00+02:00","1969-04-24","","{Canada|Montreal|Quebec}",1969-04-24
"2751","Jerome Bechard","1969-01-01T00:00:00+02:00","1969-03-30","","{Saskatchewan|Regina Saskatchewan|Canada}",1969-03-30
"2752","Jesse Bélanger","1969-01-01T00:00:00+02:00","1969-06-15","","{Saint-Georges Quebec|Canada|Quebec}",1969-06-15
"2753","Jim Hiller","1969-01-01T00:00:00+02:00","1969-05-15","male","{British Columbia|Port Alberni|Canada}",1969-05-15
"2754","Jim McKenzie (ice hockey b. 1969)","1969-01-01T00:00:00+02:00","1969-11-03","male","{Saskatchewan|Gull Lake Saskatchewan|Canada}",1969-11-03
"2755","Jim Montgomery (ice hockey)","1969-01-01T00:00:00+02:00","1969-06-30","male","{Canada|Montreal|Quebec}",1969-06-30
"2756","Jimmy Waite","1969-01-01T00:00:00+02:00","1969-04-15","","{Canada|Sherbrooke|Quebec}",1969-04-15
"2757","André Racicot","1969-01-01T00:00:00+02:00","1969-06-09","male","{Rouyn-Noranda|Canada|Quebec}",1969-06-09
"2758","Andre Faust","1969-01-01T00:00:00+02:00","1969-10-07","male","{Joliette|Canada|Quebec}",1969-10-07
"2759","Andrew Cassels","1969-01-01T00:00:00+02:00","1969-07-23","male","{Ontario|Canada|Bramalea Ontario}",1969-07-23
"2760","Len Barrie","1969-01-01T00:00:00+02:00","1969-06-04","male","{British Columbia|Canada|Kimberley British Columbia}",1969-06-04
"2761","Martin Jiranek (ice hockey)","1969-01-01T00:00:00+02:00","1969-10-03","male","{Alberta|Canada|Bashaw Alberta}",1969-10-03
"2762","Matt Ruchty","1969-01-01T00:00:00+02:00","1969-11-27","male","{Ontario|Kitchener Ontario|Canada}",1969-11-27
"2763","Iain Fraser (ice hockey)","1969-01-01T00:00:00+02:00","1969-08-10","male","{Ontario|Scarborough Ontario|Canada}",1969-08-10
"2764","Chris Joseph (ice hockey)","1969-01-01T00:00:00+02:00","1969-09-10","","{British Columbia|Canada|Burnaby}",1969-09-10
"2765","Chris Newans","1969-01-01T00:00:00+02:00","1969-10-06","male","{Prince Edward Island|Summerside Prince Edward Island|Canada}",1969-10-06
"2766","Sandy Moger","1969-01-01T00:00:00+02:00","1969-03-21","","{British Columbia|100 Mile House|Canada}",1969-03-21
"2767","Scott Daniels (ice hockey)","1969-01-01T00:00:00+02:00","1969-09-19","male","{Saskatchewan|Prince Albert Saskatchewan|Mistawasis First Nation|Canada}",1969-09-19
"2768","Scott Humeniuk","1969-01-01T00:00:00+02:00","1969-09-10","","{Saskatchewan|Saskatoon|Canada}",1969-09-10
"2769","Scott Pearson","1969-01-01T00:00:00+02:00","1969-12-19","","{Ontario|Cornwall Ontario|Canada}",1969-12-19
"2770","Wayne Hynes","1969-01-01T00:00:00+02:00","1969-05-29","male","{Alberta|Canada|Calgary}",1969-05-29
"2771","Wayne McBean","1969-01-01T00:00:00+02:00","1969-02-21","","{Alberta|Canada|Calgary}",1969-02-21
"2772","Colin Baustad","1969-01-01T00:00:00+02:00","1969-08-31","male","{Alberta|Canada|Calgary}",1969-08-31
"2773","Corey Foster","1969-01-01T00:00:00+02:00","1969-10-27","","{Ontario|Ottawa|Canada}",1969-10-27
"2774","Corrie D'Alessio","1969-01-01T00:00:00+02:00","1969-09-09","","{Ontario|Cornwall Ontario|Canada}",1969-09-09
"2775","Curtis Leschyshyn","1969-01-01T00:00:00+02:00","1969-09-21","","{Manitoba|Canada|Thompson Manitoba}",1969-09-21
"2776","Dallas Drake","1969-01-01T00:00:00+02:00","1969-02-04","","{British Columbia|Canada|Trail British Columbia}",1969-02-04
"2777","Karen Nystrom","1969-01-01T00:00:00+02:00","1969-06-17","","{Ontario|Scarborough Ontario|Canada}",1969-06-17
"2778","Keith Osborne","1969-01-01T00:00:00+02:00","1969-04-02","male","{Ontario|Toronto|Canada}",1969-04-02
"2779","Ken Sutton","1969-01-01T00:00:00+02:00","1969-11-05","","{Alberta|Edmonton|Canada}",1969-11-05
"2780","Kevin Kaminski","1969-01-01T00:00:00+02:00","1969-03-13","male","{Saskatchewan|Canada|Churchbridge Saskatchewan}",1969-03-13
"2781","Kevin Miehm","1969-01-01T00:00:00+02:00","1969-09-10","","{Ontario|Kitchener Ontario|Canada}",1969-09-10
"2782","Enrico Ciccone","1970-01-01T00:00:00+02:00","1970-04-10","male","{Canada|Montreal|Quebec}",1970-04-10
"2783","Terry Virtue","1970-01-01T00:00:00+02:00","1970-08-12","male","{Ontario|Scarborough Ontario|Canada}",1970-08-12
"2784","Todd Hlushko","1970-01-01T00:00:00+02:00","1970-02-07","male","{Ontario|Guelph|Canada}",1970-02-07
"2785","Greg Pankewicz","1970-01-01T00:00:00+02:00","1970-11-06","male","{Alberta|Canada|Drayton Valley}",1970-11-06
"2786","Greg Walters","1970-01-01T00:00:00+02:00","1970-08-12","male","{Alberta|Canada|Calgary}",1970-08-12
"2787","Guy Dupuis","1970-01-01T00:00:00+02:00","1970-05-10","male","{Moncton|New Brunswick|Canada}",1970-05-10
"2788","Patrice Tardif","1970-01-01T00:00:00+02:00","1970-10-30","male","{Canada|Quebec|Saint-Methode-de-Frontenac}",1970-10-30
"2789","Patrick Lebeau","1970-01-01T00:00:00+02:00","1970-03-17","male","{Canada|Saint-Jérôme Quebec|Quebec}",1970-03-17
"2790","Paul DiPietro","1970-01-01T00:00:00+02:00","1970-09-08","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1970-09-08
"2791","Paul Kruse","1970-01-01T00:00:00+02:00","1970-03-15","male","{British Columbia|Merritt British Columbia|Canada}",1970-03-15
"2792","Paul Laus","1970-01-01T00:00:00+02:00","1970-09-26","","{Ontario|Beamsville Ontario|Canada}",1970-09-26
"2793","Peter Allen (ice hockey)","1970-01-01T00:00:00+02:00","1970-03-06","male","{Alberta|Canada|Calgary}",1970-03-06
"2794","Denny Lambert","1970-01-01T00:00:00+02:00","1970-01-07","male","{Ontario|Wawa Ontario|Canada}",1970-01-07
"2795","Derek Booth","1970-01-01T00:00:00+02:00","1970-07-19","","{Ontario|Niagara Falls Ontario|Canada}",1970-07-19
"2796","Derek Shybunka","1970-01-01T00:00:00+02:00","1970-09-25","male","{Alberta|Edmonton|Canada}",1970-09-25
"2797","Dominic Roussel","1970-01-01T00:00:00+02:00","1970-02-22","","{Hull Quebec|Canada|Quebec}",1970-02-22
"2798","Rod Brind'Amour","1970-01-01T00:00:00+02:00","1970-08-09","male","{Ontario|Ottawa|Canada}",1970-08-09
"2799","Russ Romaniuk","1970-01-01T00:00:00+02:00","1970-06-09","male","{Manitoba|Winnipeg|Canada}",1970-06-09
"2800","Mike Needham","1970-01-01T00:00:00+02:00","1970-04-04","male","{Alberta|Canada|Calgary}",1970-04-04
"2801","Travis Green","1970-01-01T00:00:00+02:00","1970-12-20","male","{British Columbia|Canada|Castlegar British Columbia}",1970-12-20
"2802","Trevor Converse","1970-01-01T00:00:00+02:00","1970-02-04","male","{Saskatchewan|North Battleford|Canada}",1970-02-04
"2803","Trevor Linden","1970-01-01T00:00:00+02:00","1970-04-11","male","{Alberta|Medicine Hat|Canada}",1970-04-11
"2804","Trevor Sim","1970-01-01T00:00:00+02:00","1970-06-09","male","{Alberta|Canada|Calgary}",1970-06-09
"2805","Troy Mallette","1970-01-01T00:00:00+02:00","1970-02-25","","{Ontario|Onaping Falls|Canada}",1970-02-25
"2806","Sean Whyte (ice hockey)","1970-01-01T00:00:00+02:00","1970-05-04","","{Ontario|Canada|Greater Sudbury}",1970-05-04
"2807","Shawn Antoski","1970-01-01T00:00:00+02:00","1970-03-25","","{Ontario|Brantford|Canada}",1970-03-25
"2808","Shayne Stevenson (ice hockey)","1970-01-01T00:00:00+02:00","1970-10-26","male","{Ontario|Aurora Ontario|Canada}",1970-10-26
"2809","Stéphane Fiset","1970-01-01T00:00:00+02:00","1970-06-17","","{Canada|Montreal|Quebec}",1970-06-17
"2810","Steve Bancroft","1970-01-01T00:00:00+02:00","1970-10-06","male","{Ontario|Toronto|Canada}",1970-10-06
"2811","Steve Barnes (ice hockey)","1970-01-01T00:00:00+02:00","1970-07-19","male","{Ontario|Gravenhurst Ontario|Canada}",1970-07-19
"2812","Steve Dubinsky","1970-01-01T00:00:00+02:00","1970-07-09","male","{Canada|Montreal|Quebec}",1970-07-09
"2813","Stewart Malgunas","1970-01-01T00:00:00+02:00","1970-04-21","","{British Columbia|Canada|Prince George British Columbia}",1970-04-21
"2814","Laura Schuler","1970-01-01T00:00:00+02:00","1970-12-03","","{Ontario|Scarborough Ontario|Canada}",1970-12-03
"2815","Mark Greig","1970-01-01T00:00:00+02:00","1970-01-25","male","{Alberta|High River|Canada}",1970-01-25
"2816","Mark Woolf (ice hockey born 1970)","1970-01-01T00:00:00+02:00","1970-09-30","male","{Manitoba|Brandon Manitoba|Canada}",1970-09-30
"2817","Jason Herter","1970-01-01T00:00:00+02:00","1970-10-02","","{Saskatchewan|Canada|Hafford}",1970-10-02
"2818","Jason Muzzatti","1970-01-01T00:00:00+02:00","1970-02-03","","{Ontario|Toronto|Canada}",1970-02-03
"2819","Jason Ruff","1970-01-01T00:00:00+02:00","1970-01-27","male","{British Columbia|Canada|Kelowna}",1970-01-27
"2820","Jason Smart (ice hockey)","1970-01-01T00:00:00+02:00","1970-01-23","","{Alberta|Canada|Red Deer Alberta}",1970-01-23
"2821","Jason York","1970-01-01T00:00:00+02:00","1970-05-20","male","{Ontario|Nepean Ontario|Canada}",1970-05-20
"2822","Dwayne Norris","1970-01-01T00:00:00+02:00","1970-01-08","male","{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}",1970-01-08
"2823","Joe Busillo","1970-01-01T00:00:00+02:00","1970-05-13","","{Ontario|Toronto|Canada}",1970-05-13
"2824","Ray Edwards (ice hockey)","1970-01-01T00:00:00+02:00","1970-06-11","male","{Ontario|Canada|Hanover Ontario}",1970-06-11
"2825","Reggie Savage","1970-01-01T00:00:00+02:00","1970-05-01","male","{Canada|Montreal|Quebec}",1970-05-01
"2826","Phil Crowe","1970-01-01T00:00:00+02:00","1970-04-14","","{Alberta|Canada|Nanton Alberta}",1970-04-14
"2827","Robert Cimetta","1970-01-01T00:00:00+02:00","1970-02-15","male","{Ontario|Toronto|Canada}",1970-02-15
"2828","Stu Barnes","1970-01-01T00:00:00+02:00","1970-12-25","male","{Alberta|Spruce Grove|Canada}",1970-12-25
"2829","David Goverde","1970-01-01T00:00:00+02:00","1970-04-09","","{Ontario|Toronto|Canada}",1970-04-09
"2830","Davis Payne","1970-01-01T00:00:00+02:00","1970-09-24","male","{British Columbia|Ontario|Port Alberni|Canada|King City Ontario}",1970-09-24
"2831","Dean Malkoc","1970-01-01T00:00:00+02:00","1970-01-26","","{British Columbia|Vancouver|Canada}",1970-01-26
"2832","Gilbert Dionne","1970-01-01T00:00:00+02:00","1970-09-19","male","{Drummondville|Canada|Quebec}",1970-09-19
"2833","Gino Odjick","1970-01-01T00:00:00+02:00","1970-09-07","male","{Maniwaki|Canada|Quebec}",1970-09-07
"2834","Glen Goodall","1970-01-01T00:00:00+02:00","1970-01-22","male","{British Columbia|Canada|Fort Nelson British Columbia}",1970-01-22
"2835","Bill Armstrong (ice hockey born 1970)","1970-01-01T00:00:00+02:00","1970-05-18","male","{Ontario|Canada|Richmond Hill Ontario}",1970-05-18
"2836","Blaine Lacher","1970-01-01T00:00:00+02:00","1970-09-05","","{Alberta|Medicine Hat|Canada}",1970-09-05
"2837","Boris Rousson","1970-01-01T00:00:00+02:00","1970-06-14","male","{Val-d'Or|Canada|Quebec}",1970-06-14
"2838","Vicky Sunohara","1970-01-01T00:00:00+02:00","1970-05-18","female","{Ontario|Scarborough Ontario|Canada}",1970-05-18
"2839","Jeff Batters","1970-01-01T00:00:00+02:00","1970-10-23","male","{British Columbia|Victoria British Columbia|Canada}",1970-10-23
"2840","Jeff Christian","1970-01-01T00:00:00+02:00","1970-07-30","male","{Ontario|Burlington Ontario|Canada}",1970-07-30
"2841","Joby Messier","1970-01-01T00:00:00+02:00","1970-03-02","male","{Saskatchewan|Regina Saskatchewan|Canada}",1970-03-02
"2842","Andrew McKim","1970-01-01T00:00:00+02:00","1970-07-06","","{New Brunswick|Saint John New Brunswick|Canada}",1970-07-06
"2843","Andy Bezeau","1970-01-01T00:00:00+02:00","1970-03-30","","{New Brunswick|Saint John New Brunswick|Canada}",1970-03-30
"2844","Lesley Reddon","1970-01-01T00:00:00+02:00","1970-11-15","female","{Ontario|North York|Canada}",1970-11-15
"2845","François Leroux","1970-01-01T00:00:00+02:00","1970-04-18","male","{Canada|Sainte-Adèle Quebec|Quebec}",1970-04-18
"2846","Frank Bialowas","1970-01-01T00:00:00+02:00","1970-09-25","male","{Manitoba|Winnipeg|Canada}",1970-09-25
"2847","Martin Gélinas","1970-01-01T00:00:00+02:00","1970-06-05","","{Canada|Shawinigan|Quebec}",1970-06-05
"2848","Martin St. Amour","1970-01-01T00:00:00+02:00","1970-01-30","male","{Canada|Montreal|Quebec}",1970-01-30
"2849","Hugo Belanger","1970-01-01T00:00:00+02:00","1970-05-28","","{Saint-Hubert Quebec|Canada}",1970-05-28
"2850","Chris Bergeron","1970-01-01T00:00:00+02:00","1970-11-28","male","{Ontario|Canada|Wallaceburg}",1970-11-28
"2851","Chris Govedaris","1970-01-01T00:00:00+02:00","1970-02-02","male","{Ontario|Toronto|Canada}",1970-02-02
"2852","Christian Soucy","1970-01-01T00:00:00+02:00","1970-09-14","male","{Gatineau|Canada|Quebec}",1970-09-14
"2853","Claude Boivin","1970-01-01T00:00:00+02:00","1970-03-01","male","{Sainte-Foy Quebec City|Canada|Quebec|St._Foy_Quebec}",1970-03-01
"2854","Clayton Beddoes","1970-01-01T00:00:00+02:00","1970-11-10","male","{Alberta|Bentley Alberta|Canada}",1970-11-10
"2855","Scott Pellerin","1970-01-01T00:00:00+02:00","1970-01-09","male","{New Brunswick|Shediac|Canada}",1970-01-09
"2856","Adrien Plavsic","1970-01-01T00:00:00+02:00","1970-01-13","","{Canada|Montreal|Quebec}",1970-01-13
"2857","Wes Walz","1970-01-01T00:00:00+02:00","1970-05-15","","{Alberta|Canada|Calgary}",1970-05-15
"2858","Colin Ward (ice hockey)","1970-01-01T00:00:00+02:00","1970-09-05","male","{Alberta|Edmonton|Canada}",1970-09-05
"2859","Corey Schwab","1970-01-01T00:00:00+02:00","1970-11-04","male","{Saskatchewan|North Battleford|Canada}",1970-11-04
"2860","Craig Fisher","1970-01-01T00:00:00+02:00","1970-06-30","","{Ontario|Oshawa|Canada}",1970-06-30
"2861","Dan Lambert","1970-01-01T00:00:00+02:00","1970-01-12","male","{Manitoba|Saint Boniface Winnipeg|Canada}",1970-01-12
"2862","Dan Ratushny","1970-01-01T00:00:00+02:00","1970-10-29","male","{Ontario|Nepean Ontario|Canada}",1970-10-29
"2863","Dane Jackson","1970-01-01T00:00:00+02:00","1970-05-17","","{British Columbia|Canada|Castlegar British Columbia}",1970-05-17
"2864","Daniel Doré","1970-01-01T00:00:00+02:00","1970-04-09","male","{Canada|Quebec|Ferme-Neuve Quebec}",1970-04-09
"2865","Daniel Gauthier","1970-01-01T00:00:00+02:00","1970-05-17","male","{Canada|Charlemagne Quebec|Quebec}",1970-05-17
"2866","Jon Klemm","1970-01-01T00:00:00+02:00","1970-01-08","male","{British Columbia|Cranbrook British Columbia|Canada}",1970-01-08
"2867","Kevin Cheveldayoff","1970-01-01T00:00:00+02:00","1970-02-04","","{Saskatchewan|Saskatoon|Canada}",1970-02-04
"2868","Kevin Haller","1970-01-01T00:00:00+02:00","1970-12-05","","{Alberta|Canada|Trochu Alberta}",1970-12-05
"2869","Éric Charron","1970-01-01T00:00:00+02:00","1970-01-14","male","{Verdun Quebec|Canada|Quebec}",1970-01-14
"2870","Éric Dandenault","1970-01-01T00:00:00+02:00","1970-03-10","male","{Canada|Sherbrooke|Quebec}",1970-03-10
"2871","Eric Lacroix","1971-01-01T00:00:00+02:00","1971-07-15","male","{Canada|Montreal|Quebec}",1971-07-15
"2872","Greg Johnson (ice hockey)","1971-01-01T00:00:00+02:00","1971-03-16","male","{Ontario|Canada|Thunder Bay}",1971-03-16
"2873","Guy Pellerin","1971-01-01T00:00:00+02:00","1971-08-14","","{Moncton|New Brunswick|Canada}",1971-08-14
"2874","Yanic Perreault","1971-01-01T00:00:00+02:00","1971-04-04","","{Canada|Sherbrooke|Quebec}",1971-04-04
"2875","Zac Boyer","1971-01-01T00:00:00+02:00","1971-10-25","","{Northwest Territories|Inuvik|Canada}",1971-10-25
"2876","Garett MacDonald","1971-01-01T00:00:00+02:00","1971-01-12","","{British Columbia|Canada|Burnaby}",1971-01-12
